1,CDM GROSS CHARGE AND CASH PAY SECTION,ProcedureCode,ProcedureDescription,Lawson Number,NDC,Revenue Code,CPT Code,, Default Charge , ER Charge , Inpatient Therapy ,Cash Charge
945,27203328,27203328,NEEDLE CRYOABLATION ICEFORCE 2.1 CX L 90 D L175 MM OD2.1 MM SHARP CUT TIP CONNECTOR GAS TUBE HANDLE STERILE DISPOSABLE GRAY,0900-11356,,272,,,"4,228", -   , -   ,"1,691"
946,27203329,27203329,BIT DRILL MINI L65 MM OD2 MM QUICK COUPLING NONSTERILE,2950-03571,,272,,,257, -   , -   ,103
947,27203333,27203333,CATHETER THROMBECTOMY INDIGO L50 CM OD8 FR STERILE LATEX FREE,0370-00066,,272,,,"8,685", -   , -   ,"3,474"
948,27203340,27203340,BIT DRILL OD10.5 MM CANNULATED LAG SCREW,2950-08699,,272,,,"1,746", -   , -   ,698
949,27203344,27203344,BATTERY SURGICAL DRIVER IQ 1.5 MM,0900-11352,,272,,,503, -   , -   ,201
950,27203347,27203347,GUARD PROTECTIVE GARDENT NYLON ADULT DENTAL GUARD LATEX FREE,0900-04076,,272,,, -   , -   , -   , -   
951,27203348,27203348,CATHETER BALLOON DILATATION ADVANCE MICRO 14 PLIAFORM HYDROPHILIC ULTRA LOW PROFILE L150 CM L12 CM OD3 FR ODSEC2 MM ACCEPTS .014 IN GUIDEWIRE 3 FR SHEATH PTA,0310-03081,,272,,,"1,197", -   , -   ,479
952,27203353,27203353,HC IVUS CATHETER,,,272,C1753,,"1,815", -   , -   ,726
953,27203355,27203355,WRENCH SURGICAL TORQUE,3100-06775,,272,,,667, -   , -   ,267
954,27203356,27203356,TAP SURGICAL L70 MM OD3.5 MM CORTICAL SOLID SMALL FRAGMENT PLATE SYSTEM,3100-06776,,272,,,96, -   , -   ,38
955,27203357,27203357,SCREWDRIVER SURGICAL HEXAGON MANDIBLE 3D EXTERNAL DISTRACTION SYSTEM,3100-06777,,272,,,825, -   , -   ,330
956,27203358,27203358,SCREWDRIVER SURGICAL ANGLED MANDIBLE ADJUSTMENT 3D EXTERNAL DISTRACTION SYSTEM,3100-06778,,272,,,825, -   , -   ,330
957,27203363,27203363,TOOL INSERTION GALILEO ACTIVATION LAG SCREW,3100-06781,,272,,,376, -   , -   ,150
958,27203367,27203367,BLADE OSTEOTOME L25 MM FLEXIBLE OPEN WEDGE,2950-08650,,272,,,"1,626", -   , -   ,650
959,27203368,27203368,BLADE OSTEOTOME L35 MM FLEXIBLE OPEN WEDGE,2950-08651,,272,,,"1,626", -   , -   ,650
960,27203374,27203374,DRILL SURGICAL VLP MINI-MOD SHORT OD1.8 MM AO CONNECTION 2.4 INSTRUMENT SET,2950-08656,,272,,,377, -   , -   ,151
961,27203379,27203379,BIT DRILL L135 MM OD2 MM AO DRIVE SCALE,2950-08659,,272,,,527, -   , -   ,211
962,27203380,27203380,BIT DRILL L135 MM OD2.6 MM AO DRIVE SCALE,2950-08660,,272,,,527, -   , -   ,211
963,27203381,27203381,BIT DRILL L122 MM OD3.5 MM AO OVER,2950-08661,,272,,,527, -   , -   ,211
964,27203382,27203382,BIT DRILL L122 MM OD2.7 MM AO FIT OVER NONSTERILE,2950-08662,,272,,,527, -   , -   ,211
965,27203389,27203389,BIT DRILL AXSOS 3 TITANIUM SHORT L216 MM OD3.2 MM NONLOCK,2950-08668,,272,,,557, -   , -   ,223
966,27203391,27203391,BIT DRILL FIXOS OD2.7 MM CANNULATED,2950-08670,,272,,,741, -   , -   ,296
967,27203400,27203400,BIT DRILL LONG OD12 MM CANNULATED LARGE QUICK COUPLING STERILE,2950-08676,,272,,,"1,421", -   , -   ,568
968,27203404,27203404,INTRODUCER TUBE FROVA L65 CM OD14 FR ID3 MM INTUBATION STIFFENING CANNULA RAPIFI,0200-00359,,272,,,482, -   , -   ,193
969,27203405,27203405,BIT DRILL TFN-ADVANCED L266 MM OD16 MM CANNULATED LARGE QUICK COUPLING FLEXIBLE NONSTERILE PROXIMAL FEMORAL NAIL SYSTEM,2950-08678,,272,,,"2,611", -   , -   ,"1,044"
970,27203407,27203407,BIT DRILL TFN-ADVANCED L500 MM OD6-9 MM CANNULATED STEP LARGE QUICK COUPLING NONSTERILE PROXIMAL FEMORAL NAIL SYSTEM,2950-08679,,272,,,"1,750", -   , -   ,700
971,27203414,27203414,HC NEEDLE BIOPSY US,,,272,,,127, -   , -   ,51
972,27203417,27203417,SHEATH INTRODUCER SENTRANT HYDROPHILIC .035 IN L28 CM ID12 FR RADIOPAQUE REINFORCE COIL DILATOR LOCK MECHANISM GUIDEWIRE,2950-08686,,272,,,655, -   , -   ,262
973,27203418,27203418,SHEATH INTRODUCER SENTRANT HYDROPHILIC .035 IN L28 CM OD14 FR RADIOPAQUE REINFORCE COIL DILATOR LOCK MECHANISM,2950-08687,,272,,,651, -   , -   ,260
974,27203430,27203430,DRILL SURGICAL ICONIX OD2.3 MM DISPOSABLE,2950-08697,,272,,,665, -   , -   ,266
975,27203440,27203440,CATHETER INTRAVENOUS ACCUCATH 6 ML/SEC L1.25 IN OD20 GA INTRAVASCULAR BASIC,0300-03093,,272,,,244, -   , -   ,98
976,27203446,27203446,SOAP ENEMA CASTILE COCONUT OIL 1/3 OZ ALCOHOL FREE POCKET LATEX FREE,0900-00080,,272,,, -   , -   , -   , -   
977,27203479,27203479,AIRWAY LARYNGEAL AIR-Q SELF PRESSURIZING MASK DISPOSABLE LIGHT BLUE,0200-00585,,272,,, -   , -   , -   , -   
978,27203487,27203487,AIRWAY ESOPHAGEAL AIR-Q 2 MASKED SELF PRESSURIZING CONNECTOR DISPOSABLE ORANGE,0200-00587,,272,,, -   , -   , -   , -   
979,27203493,27203493,BIT DRILL L110 MM OD2.5 MM QUICK COUPLING 3 FLUTE NONSTERILE,2950-03579,,272,,,387, -   , -   ,155
980,27203495,27203495,AIRWAY LARYNGEAL AIR-Q PVC 2.5 MASK SELF PRESSURIZE CONNECTOR INCUBATION LATEX F,0200-00584,,272,,, -   , -   , -   , -   
981,27203501,27203501,BIT DRILL L110 MM OD2.5 MM QUICK COUPLING STERILE GOLD,2950-03580,,272,,,420, -   , -   ,168
982,27203503,27203503,AIRWAY LARYNGEAL AIR-Q PVC 3.5 MASK SELF PRESSURIZE CONNECTOR INCUBATION LATEX F,0200-00582,,272,,, -   , -   , -   , -   
983,27203510,27203510,HC CARTO MAPPING CATHETER,,,272,C1732,,"14,436", -   , -   ,"5,774"
984,27203511,27203511,AIRWAY LARYNGEAL AIR-Q PVC 4.5 MASK SELF PRESSURIZE CONNECTOR INCUBATION LATEX F,0200-00583,,272,,, -   , -   , -   , -   
985,27203528,27203528,NEEDLE EPIDURAL 17GA 6IN TUOHY PLASTIC HUB DEPTH MARKING STYLET STERILE LATEX FR,0800-00277,,272,,, -   , -   , -   , -   
986,27203544,27203544,AIRWAY PHARYNGEAL L100 MM ORAL BERMAN DISPOSABLE,0200-00508,,272,,, -   , -   , -   , -   
987,27203545,27203545,NEEDLE EPIDURAL TUOHY L6 IN OD18 GA CURVED WINGED STERILE DISPOSABLE,0800-00290,,272,,,120, -   , -   ,48
988,27203546,27203546,AIRWAY PHARYNGEAL L90 MM ORAL BERMAN DISPOSABLE,0200-00510,,272,,, -   , -   , -   , -   
989,27203548,27203548,AIRWAY PHARYNGEAL L80 MM ORAL BERMAN DISPOSABLE,0200-00512,,272,,, -   , -   , -   , -   
990,27203549,27203549,CATHETER SUCTION SAFE-T-VAC OD10 FR CONTROL VALVE COILED STERILE LATEX FREE,0900-04283,,272,,, -   , -   , -   , -   
991,27203550,27203550,BIT DRILL STAINLESS STEEL L110 MM OD2.5 MM QUICK COUPLING NONSTERILE,2950-03485,,272,,,421, -   , -   ,168
992,27203551,27203551,TRAY EPIDURAL CONTIPLEX L5/8 IN OD25 GA 20 ML NEEDLE SYRINGE MARKER TOWEL DRAPE,0900-04291,,272,,,245, -   , -   ,98
993,27203567,27203567,DEVICE LOCKING SPECBOARD,1900-00105,,272,,,222, -   , -   ,89
994,27203568,27203568,BLANKET WARMING BAIR HUGGER L64 IN X W36 IN L24 IN X W24 IN 5 OZ UNDER BODY FLUI,0900-08006,,272,,, -   , -   , -   , -   
995,27203569,27203569,DRAPE SURGICAL STERI-DRAPE L122 IN X W77 IN C SECTION APERTURE POUCH STERILE,0900-02811,,272,,,240, -   , -   ,96
996,27203573,27203573,CATHETER SUCTION TOUCH-TROL OD14 FR DELEE TIP CONTROL VALVE STRAIGHT GRADUATED S,0900-04266,,272,,, -   , -   , -   , -   
997,27203574,27203574,CATHETER SUCTION TOUCH-TROL ADULT OD18 FR DELEE TIP CONTROL VALVE STRAIGHT GRADU,0900-04267,,272,,, -   , -   , -   , -   
998,27203576,27203576,BIT DRILL L180 MM OD2.5 MM CALIBRATED AO FITTING STERILE,2950-03824,,272,,,634, -   , -   ,254
999,27203578,27203578,NEEDLE SPINAL ACCUTARG QUINCKE STAINLESS STEEL L6 IN OD25 GA WITHOUT CALIBRATION,0900-04294,,272,,, -   , -   , -   , -   
1000,27203579,27203579,KIT CATHETER 8.5FR 18GA 16CM .032IN 4 LUMEN INDWELL CATHETER GUIDEWIRE NEEDLE SH,0500-00260,,272,,,618, -   , -   ,247
1001,27203580,27203580,CATHETER SUCTION TOUCH-TROL ADULT OD10 FR SINGLE GRADUATED STERILE LATEX FREE BL,0900-04265,,272,,, -   , -   , -   , -   
1002,27203581,27203581,GLOVE SURGICAL PROTEGRITY NEU-THERA NATURAL RUBBER NITRILE 6.5 L12 IN 3 PLY INDEPENDENT THUMB INTERLOCK BEAD CUFF ANATOMIC FIT STERILE LATEX LIGHT BROWN THK9.8 MIL,2510-00189,,272,,, -   , -   , -   , -   
1003,27203582,27203582,GLOVE SURGICAL PROTEGRITY NEU-THERA NATURAL RUBBER NITRILE 7 L12 IN 3 PLY INDEPENDENT THUMB INTERLOCK BEAD CUFF ANATOMIC FIT STERILE LATEX LIGHT BROWN THK9.8 MIL,2510-00190,,272,,, -   , -   , -   , -   
1004,27203583,27203583,GLOVE SURGICAL PROTEGRITY NEU-THERA NATURAL RUBBER NITRILE 7.5 L12 IN 3 PLY INDEPENDENT THUMB INTERLOCK BEAD CUFF ANATOMIC FIT STERILE LATEX LIGHT BROWN THK9.8 MIL,2510-00191,,272,,, -   , -   , -   , -   
1005,27203585,27203585,GLOVE SURGICAL PROTEGRITY NEU-THERA NATURAL RUBBER NITRILE 8 L12 IN 3 PLY INDEPENDENT THUMB INTERLOCK BEAD CUFF ANATOMIC FIT STERILE LATEX LIGHT BROWN THK9.8 MIL,2510-00192,,272,,, -   , -   , -   , -   
1006,27203586,27203586,BLK-KIT A100 21GX4 .,,,272,,,116, -   , -   ,46
1007,27203587,27203587,NO FULL DESCRIPTION AVAILABLE,1420-00282,,272,,, -   , -   , -   , -   
1008,27203588,27203588,SET EXTENSION L60 IN 1.8 ML INTRAVENOUS FEMALE LUER LOCK SLIDE CLAMP FLOWSTOP CAP MINIBORE,1340-00257,,272,,, -   , -   , -   , -   
1009,27203589,27203589,CATHETER INTRAVENOUS PROTECTIV-W TEFLON L5/8 IN OD24 GA RADIOPAQUE SAFETY SHIELD,0800-00284,,272,,, -   , -   , -   , -   
1010,27203590,27203590,CATHETER INTRAVENOUS BD INSYTE AUTOGUARD VIALON L.75 IN OD24 GA RADIOPAQUE SAFET,0900-04278,,272,,, -   , -   , -   , -   
1011,27203591,27203591,CATHETER INTRAVENOUS BD INSYTE AUTOGUARD VIALON L1.16 IN OD16 GA RADIOPAQUE SAFE,0900-04279,,272,,, -   , -   , -   , -   
1012,27203592,27203592,BIT DRILL STAINLESS STEEL L180 MM OD2.5 MM QUICK COUPLING NONSTERILE GOLD,2950-03587,,272,,,281, -   , -   ,112
1013,27203593,27203593,STETHOSCOPE ESOPHAGEAL OD12 FR TEMPERATURE SENSOR 400 SERIES STERILE LATEX FREE,0200-00400,,272,,, -   , -   , -   , -   
1014,27203595,27203595,STETHOSCOPE ESOPHAGEAL OD18 FR TEMPERATURE SENSOR 400 SERIES REGULAR TUBE STERIL,0900-00173,,272,,, -   , -   , -   , -   
1015,27203601,27203601,CUFF BLOOD PRESSURE SOFT-CUF ADULT SMALL L17-25 CM OD17-25 CM ARM 2 TUBE SCREW C,0200-00393,,272,,, -   , -   , -   , -   
1016,27203602,27203602,MASK ANESTHESIA AMBU KINGMASK SWEET DREAMS 1 AIR FILL CUSHION ADJUSTABLE INFLATION VALVE DEHP FREE LATEX FREE DISPOSABLE UNSCENTED,0200-00396,,272,,, -   , -   , -   , -   
1017,27203603,27203603,VALVE PEEP 0-20 CMW OD22 MM ADJUSTABLE ADAPTER DISPOSABLE,0200-00389,,272,,, -   , -   , -   , -   
1018,27203605,27203605,CATHETER INTRAVENOUS JELCO TEFLON L1.25 IN OD20 GA RADIOPAQUE STERILE LATEX FREE,0800-00285,,272,,, -   , -   , -   , -   
1019,27203607,27203607,STYLET INTUBATION SATIN-SLIP PLASTIC ALUMINUM OD6 FR SMOOTH COATED MALLEABLE STE,0200-00349,,272,,, -   , -   , -   , -   
1020,27203608,27203608,MASK ANESTHESIA SWEET DREAMS CHILD 4 FACE AIR CUSHION ADJUSTABLE INFLATION VALVE,0200-00373,,272,,, -   , -   , -   , -   
1021,27203611,27203611,CIRCUIT BREATHING UNIVERSAL F2 L40 IN EXTENSION KIT LATEX FREE PURPLE,0900-04290,,272,,, -   , -   , -   , -   
1022,27203614,27203614,ARMBOARD INTRAVENOUS A-LINE FOAM L10.5 IN X W3 IN ARTERIAL SUPPORT CANNULATION N,0200-00366,,272,,, -   , -   , -   , -   
1023,27203616,27203616,TUBE ENDOTRACHEAL ORAL RAE ID7.0 MM UNCUFFED 2 MURPHY TIP RADIOPAQUE STERILE LATEX FREE DISPOSABLE HEAD THROAT FACE SURGERY,0400-00327,,272,,, -   , -   , -   , -   
1024,27203617,27203617,TUBE ENDOTRACHEAL 4.5MM UNCUFFED 2 MURPHY TIP RADIOPAQUE ORAL RAE STERILE LATEX,0400-00349,,272,,, -   , -   , -   , -   
1025,27203618,27203618,BIT DRILL SPS L230 MM OD2.5 MM TWIST CALIBRATED AO FITTING NONSTERILE,2950-03823,,272,,,634, -   , -   ,254
1026,27203619,27203619,TUBE ENDOTRACHEAL 3.5MM UNCUFFED 2 MURPHY TIP RADIOPAQUE PILOT BALLOON SELF SEAL,0400-00351,,272,,, -   , -   , -   , -   
1027,27203623,27203623,TUBE ENDOTRACHEAL 4MM UNCUFFED 2 MURPHY EYE PREFORMED CURVE ORAL RAE STERILE LAT,0400-00348,,272,,, -   , -   , -   , -   
1028,27203625,27203625,TUBE ENDOTRACHEAL 5.5MM PREFORMED CURVE NASAL UNCUFFED MURPHY EYE PREFORMED CURV,0400-00355,,272,,, -   , -   , -   , -   
1029,27203627,27203627,SYRINGE MEDICAL PULSATOR PORTEX PLASTIC 7 ML LUER LOCK STERILE LATEX FREE DISPOS,0900-04263,,272,,, -   , -   , -   , -   
1030,27203630,27203630,NEEDLE EPIDURAL 20GA 3.5IN TUOHY PLASTIC HUB WING STERILE LATEX FREE DISPOSABLE,0800-00281,,272,,, -   , -   , -   , -   
1031,27203631,27203631,PROBE THERMOMETER NOVATEMP OD9 FR ESOPHAGUS RECTAL TEMPERATURE SENSOR THERMISTOR,0200-00401,,272,,, -   , -   , -   , -   
1032,27203633,27203633,SPONGE LAPAROTOMY SURGICOUNT L18 IN X W4 IN PREWASHED XRAY MASTER TAG,1420-00280,,272,,, -   , -   , -   , -   
1033,27203634,27203634,BIT DRILL L5 IN OD2.8 MM QUICK RELEASE NONSTERILE,2950-03591,,272,,,433, -   , -   ,173
1034,27203641,27203641,CANNULA NASAL ADULT FEMALE L7 FT OVER THE EAR DIVIDED CURVED TIP FEMALE LUER LOC,0200-00282,,272,,, -   , -   , -   , -   
1035,27203648,27203648,TUBE ENDOTRACHEAL 5.5MM PREFORMED CURVE NASAL CUFFED MURPHY TIP RADIOPAQUE GRADU,0400-00368,,272,,, -   , -   , -   , -   
1036,27203649,27203649,SPONGE LAPAROTOMY L18 IN X W18 IN XRAY MASTER TAG,1420-00281,,272,,, -   , -   , -   , -   
1037,27203652,27203652,BLANKET WARMING BAIR HUGGER POLYMER ADULT L85 IN X W37 IN FULL BODY AIR SYSTEM N,0900-03282,,272,,, -   , -   , -   , -   
1038,27203653,27203653,SPONGE GAUZE L4 IN X W4 IN 16 PLY XRAY DETECTABLE STERILE LATEX FREE DISPOSABLE,1420-00283,,272,,, -   , -   , -   , -   
1039,27203654,27203654,NEEDLE SPINAL BD QUINCKE LONG LENGTH L5 IN OD22 GA FITTED STYLET BEVEL ORIENTATI,0800-00280,,272,,, -   , -   , -   , -   
1040,27203655,27203655,TUBE ENDOTRACHEAL ORAL RAE MALLINCKRODT ID4.5 MM CUFF MURPHY TIP RADIOPAQUE PILOT BALLOON STERILE LATEX FREE DISPOSABLE CLEAR HEAD THROAT FACE SURGERY,0400-00323,,272,,, -   , -   , -   , -   
1041,27203656,27203656,FLUID ASPIRATION BIOPSY TRAY,,,272,,,194, -   , -   ,78
1042,27203657,27203657,TUBE ENDOTRACHEAL ORAL RAE MALLINCKRODT ID4.0 MM CUFF MURPHY TIP EYE RADIOPAQUE PILOT BALLOON STERILE LATEX FREE DISPOSABLE CLEAR,0400-00324,,272,,, -   , -   , -   , -   
1043,27203658,27203658,AIRWAY PHARYNGEAL ADULT L85 MM OVASSAPIAN FIBEROPTIC INTUBATING FLEXIBLE CURVED,0200-00095,,272,,, -   , -   , -   , -   
1044,27203660,27203660,BLANKET WARMING BAIR HUGGER ADULT L72 IN X W24 IN UPPER BODY AIR SYSTEM LATEX FR,0900-03283,,272,,, -   , -   , -   , -   
1045,27203662,27203662,BLANKET WARMING BAIR HUGGER POLYMER ADULT L60 IN X W36 IN LOWER BODY AIR SYSTEM,0900-03284,,272,,, -   , -   , -   , -   
1046,27203663,27203663,BLANKET WARMING SNUGGLE WARM POLYMER ADULT L66 IN X W30 IN FULL BODY AIR SYSTEM,0900-00035,,272,,, -   , -   , -   , -   
1047,27203666,27203666,CIRCUIT BREATHING UNIVERSAL F2 L60 IN 3 L ANESTHESIA GAS SAMPLING PORT BAG COAXI,0200-00283,,272,,, -   , -   , -   , -   
1048,27203668,27203668,GUIDEWIRE VASCULAR L25 CM OD.018 IN STRAIGHT SOFT TIP DUAL ENDED SPRING,0200-00357,,272,,, -   , -   , -   , -   
1049,27203669,27203669,INTRODUCER TUBE L70 CM OD15 FR CALIBRATED BOUGIE TYPE COUDE TIP STERILE DISPOSAB,0200-00381,,272,,, -   , -   , -   , -   
1050,27203671,27203671,DRAIN INCISION JACKSON-PRATT SILICONE 3/16 IN ROUND TROCAR W7 MM OD15 FR END PER,0900-09250,,272,,, -   , -   , -   , -   
1051,27203673,27203673,REFLECTIVE MARKER DISKS SINGLE USE,0900-10378,,272,,, -   , -   , -   , -   
1052,27203674,27203674,KIT PRESSURE MONITOR TRUWAVE L72 IN TRANSDUCER SINGLE LINE FLUSH DEVICE TUBING 3,0900-00253,,272,,,112, -   , -   ,45
1053,27203678,27203678,SENSOR OXIMETER OXIMAX NEONATE ADULT ADHESIVE STRAP CABLE LATEX FREE DISPOSABLE,0200-00054,,272,,,205, -   , -   ,82
1054,27203681,27203681,NEEDLE SPINAL SPROTTE L120 MM OD22 GA INTRODUCER,0800-00286,,272,,,132, -   , -   ,53
1055,27203682,27203682,NEEDLE SPINAL 6IN 22GA SPROTTE INTRODUCER STANDARD,0800-00288,,272,,,132, -   , -   ,53
1056,27203686,27203686,SET ADMINISTRATION LEVEL 1 950 ML/MIN INTRAVENOUS NORMOTHERMIC STERILE LATEX FREE DISPOSABLE FAST FLOW FLUID WARMER,0400-00057,,272,,,356, -   , -   ,142
1057,27203691,27203691,BIT DRILL PERI-LOC LONG L220 MM OD2.7 MM QUICK CONNECT STERILE DISPOSABLE,0900-03514,,272,,,395, -   , -   ,158
1058,27203692,27203692,SENSOR OXIMETER OXIMAX PEDIATRIC L18 IN ADHESIVE STRAP CABLE LATEX FREE DISPOSAB,0200-00064,,272,,,158, -   , -   ,63
1059,27203696,27203696,UNIT ABSORBER CLIC 800 PLUS SODA LIME 1.2 L QUICK CLEAN ADAPTER EASY TO USE SOLU,0200-00353,,272,,,182, -   , -   ,73
1060,27203697,27203697,DRAPE EQUIPMENT L12 IN IMAGE INTENSIFIER STERILE DISPOSABLE,0900-03639,,272,,,183, -   , -   ,73
1061,27203698,27203698,SYR ETCH NAT ELGN 20 TIP GEL,,,272,,,207, -   , -   ,83
1062,27203699,27203699,DRAPE SURGICAL L160 IN X W102 IN SHOULDER ARTHROSCOPY BEACH CHAIR POUCH NONSTERI,0900-03381,,272,,,207, -   , -   ,83
1063,27203701,27203701,CATHETER EMBOLECTOMY FOGARTY L80 CM OD5 FR ARTERIAL BALLOON INFLATION PORT TUBE,0300-00274,,272,C1757,,311, -   , -   ,124
1064,27203702,27203702,DRAPE RADIOLOGY BULGE WINDOW STABLIZING STRIP STERILE BRAINLAB NAVIGATION SYSTEM,0900-10374,,272,,,258, -   , -   ,103
1065,27203703,27203703,DRAPE EQUIPMENT LEICA L150 IN X W54 IN MICROSCOPE,0900-02226,,272,,,233, -   , -   ,93
1066,27203704,27203704,BLANKET 60X36IN ADULT BAIR HUGGER CARDIAC RADIOLUCENT SOFT FOOT DRAPE CARDIAC LO,0900-10219,,272,,,240, -   , -   ,96
1067,27203705,27203705,GLOVE SURGICAL BIOGEL M NATURAL RUBBER 7 1/2 L285 MM X W96 MM POWDER FREE BEAD CUFF TEXTURE SURFACE NONPYROGENIC STERILE LATEX STRAW STRAIGHT FINGER,2510-00159,,272,,, -   , -   , -   , -   
1068,27203707,27203707,DPRS 6IN TONGUE STERILES2S GLOBAL,,,272,,, -   , -   , -   , -   
1069,27203709,27203709,BIT DRILL PERI-LOC SHORT L155 MM OD2.7 MM QUICK CONNECT STERILE DISPOSABLE,0900-03515,,272,,,330, -   , -   ,132
1070,27203711,27203711,SYRINGE MEDICAL BD LUER-LOK 10 ML GRADUATE NONPYROGENIC DEHP FREE PVC FREE STERILE LATEX FREE DISPOSABLE,2600-00180,,272,,, -   , -   , -   , -   
1071,27203712,27203712,BASIN EMESIS PLASTIC L8.4 IN X W3.8 IN X H2 IN 500 ML GRADUATED ROUNDED EDGE DIS,0950-00001,,272,,, -   , -   , -   , -   
1072,27203713,27203713,STRAP TOURNIQUET L18 IN X W1 IN TEXTURE LATEX FREE BLUE,0900-03265,,272,,, -   , -   , -   , -   
1073,27203714,27203714,STRAINER SPECIMEN P&C CLOTH 226 UM CALCULI NONSTERILE DISPOSABLE,2000-00023,,272,,, -   , -   , -   , -   
1074,27203715,27203715,TUBING OXYGEN VINYL L7 FT SMOOTH LATEX FREE,0200-00069,,272,,, -   , -   , -   , -   
1075,27203716,27203716,TIP SUCTION MEDI-VAC YANKAUER TAPERED BULBOUS WITHOUT CONTROL VENT HANDLE CLEAR,0930-00060,,272,,, -   , -   , -   , -   
1076,27203717,27203717,BIT DRILL L100 MM OD2.7 MM QUICK COUPLING CANNULATED NONSTERILE,2950-03486,,272,,,421, -   , -   ,168
1077,27203718,27203718,COVER PROBE IVAC L3.75 IN RIBBED LATEX FREE DISPOSABLE TEMP PLUS II TURBO TEMP VITAL-CHECK 2080D SERIES,0900-00171,,272,,, -   , -   , -   , -   
1078,27203719,27203719,SYSTEM DRUG DELIVERY ON-Q C-BLOC 2-14 ML/HR 400 ML REGIONAL BLOCK VARIABLE RATE,0900-04270,,272,,,914, -   , -   ,366
1079,27203720,27203720,STOPCOCK 3-WAY W/ROTATING LUER,0900-08020,,272,,, -   , -   , -   , -   
1080,27203722,27203722,CUP MEDICINE PLASTIC 1 OZ GRADUATED DISPOSABLE TRANSLUCENT,0900-05597,,272,,, -   , -   , -   , -   
1081,27203728,27203728,TRAY EPIDURAL CONTIPLEX TUOHY L4 IN OD18 GA INSULATED SIDEPORT VALVE NERVE BLOCK,0900-04257,,272,,,249, -   , -   ,100
1082,27203729,27203729,DRESSING HYDROCOLLOID ADHERENT TUBE SMOOTH CLEAR STERILE LATEX FREE DUODERM HYDR,1400-00077,,272,,, -   , -   , -   , -   
1083,27203731,27203731,CONNECTOR TUBING MICROCLAVE CLEAR,0900-08017,,272,,, -   , -   , -   , -   
1084,27203732,27203732,ARMBOARD INTRAVENOUS ADULT L17 IN X W3 IN LATEX FREE DISPOSABLE,0900-00012,,272,,, -   , -   , -   , -   
1085,27203733,27203733,BIT DRILL L125 MM OD2.7 MM 3 FLUTED QUICK COUPLING NONSTERILE,2950-03489,,272,,,399, -   , -   ,160
1086,27203734,27203734,CONNECTOR TUBING PLASTIC 5 IN 1 CLEAN LIGHTWEIGHT AUTOCLAVABLE NONSTERILE LATEX,0400-00491,,272,,, -   , -   , -   , -   
1087,27203737,27203737,APPLICATOR MEDICATED CHLORASCRUB 3.15% CHG 70% ISOPROPANOL MAXI 5.1 ML SWABSTICK,0900-05718,,272,,, -   , -   , -   , -   
1088,27203738,27203738,CONTAINER SHARPS BD L6.5 IN X W4.75 IN X H4 IN 1 QT NEEDLE REMOVAL PORT TEMPORAR,0940-00009,,272,,, -   , -   , -   , -   
1089,27203739,27203739,CONNECTOR TUBING PLASTIC 5 IN 1 LIGHTWEIGHT AUTOCLAVABLE TRANSPARENT STERILE LATEX FREE,0200-00642,,272,,, -   , -   , -   , -   
1090,27203740,27203740,EXT SET W/REMV CLEAR MCRCLVE 7,0900-08018,,272,,, -   , -   , -   , -   
1091,27203741,27203741,BIT DRILL STAINLESS STEEL LONG L127 MM OD2.7 MM TWIST STERILE,2950-03597,,272,,,337, -   , -   ,135
1092,27203742,27203742,GEL ULTRASOUND 250 ML NONSTERILE LATEX FREE,1500-00091,,272,,, -   , -   , -   , -   
1093,27203743,27203743,VALVE SUCTION PORT INTUBATION SCOPE FLEXIBLE STERILE DISPOSABLE,0200-00388,,272,,,177, -   , -   ,71
1094,27203744,27203744,COVER SLEEVE UNIVERSAL STERILE LATEX FREE DISPOSABLE NATURAL,1000-00040,,272,,, -   , -   , -   , -   
1095,27203747,27203747,CANISTER SUCTION SAFELINER 1000 ML 1 ELBOW SEMIRIGID FILTER ADHESIVE SEAL LID LA,0900-07988,,272,,, -   , -   , -   , -   
1096,27203748,27203748,SET EXTENSION 400 PSI L7 IN .43 ML INTRAVENOUS PRESSURE INFUSION CLEAR MICROCLAV,0900-08022,,272,,, -   , -   , -   , -   
1097,27203753,27203753,SET ANGIOGRAPHY NAMIC L72 IN OD.162 IN ID.118 IN 1 TUBE MICRO DRIP CHAMBER MICRON FILTER MALE LUER LOCK STERILE,0400-00442,,272,,, -   , -   , -   , -   
1098,27203754,27203754,GLOVE SURGICAL BIOGEL SKINSENSE POLYCHLOROPRENE 8 1/2 L301 MM X W109 MM POWDER FREE ROUGHEN BEAD CUFF NONPYROGENIC STERILE LATEX FREE STRAW CURVE FINGER,2510-00077,,272,,, -   , -   , -   , -   
1099,27203756,27203756,PACKING WOUND CURITY AMD 0.2% POLYHEXAMETHYLENE BIGUANIDE L5 YD X W.5 IN STRIP D,1410-00040,,272,,, -   , -   , -   , -   
1100,27203758,27203758,BIT DRILL L160 MM OD2.7 MM QUICK COUPLING CANNULATED NONSTERILE,2950-03598,,272,,,994, -   , -   ,398
1101,27203759,27203759,ADAPTER CATHETER MALE LUER LOCK ROTATING,0500-00311,,272,,, -   , -   , -   , -   
1102,27203761,27203761,CUFF BLOOD PRESSURE TEMPA-KUFF FABRIC CHILD L12.2 IN X W3.4 IN L8 IN OD13.8-21.5,0900-02245,,272,,, -   , -   , -   , -   
